"","Card.Number","Date","flow","day"
"20591","3711025032",2017-09-19,"Yummex-Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"20592","3711025033",2017-09-18,"Seafex",2
"20593","3711025033",2017-09-19,"Seafex",3
"20594","3711025033",2017-09-20,"Seafex",4
"20595","3711025034",2017-09-18,"Yummex",2
"20596","3711025034",2017-09-19,"Yummex",3
"20597","3711025034",2017-09-20,"Yummex",4
"20598","3711025035",2017-09-18,"Seafex-The Specialty Food Festival-Yummex-Seafex",2
"20599","3711025035",2017-09-19,"Seafex",3
"20600","3711025037",2017-09-18,"Yummex-The Specialty Food Festival-Yummex",2
"20601","3711025037",2017-09-19,"Yummex-Seafex-Crossover into Hotel / Leisure",3
"20602","3711025037",2017-09-20,"Yummex-Crossover into Hotel / Leisure-Seafex-Crossover into Hotel / Leisure",4
"20603","3711025039",2017-09-18,"Yummex-Seafex",2
"20604","3711025039",2017-09-19,"Seafex-Yummex",3
"20605","3711025039",2017-09-20,"Seafex",4
"20606","3711025040",2017-09-18,"Crossover into Hotel / Leisure-Seafex",2
"20607","3711025040",2017-09-19,"Seafex",3
"20608","3711025040",2017-09-20,"Seafex",4
"20609","3711025044",2017-09-18,"Yummex-Seafex",2
"20610","3711025044",2017-09-19,"Yummex-Seafex",3
"20611","3711025044",2017-09-20,"Yummex-Seafex",4
"20612","3711025045",2017-09-18,"Yummex-Seafex",2
"20613","3711025045",2017-09-19,"Yummex-Seafex-The Specialty Food Festival-Seafex",3
"20614","3711025045",2017-09-20,"Yummex-Seafex",4
"20615","3711025046",2017-09-18,"Seafex-Yummex",2
"20616","3711025046",2017-09-19,"Yummex-Seafex-The Specialty Food Festival",3
"20617","3711025046",2017-09-20,"Seafex-The Specialty Food Festival",4
"20618","3711025047",2017-09-19,"Yummex",3
"20619","3711025047",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"20620","3711025048",2017-09-18,"Seafex",2
"20621","3711025048",2017-09-19,"Yummex-Seafex-Yummex-Seafex",3
"20622","3711025048",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"20623","3711025049",2017-09-19,"Seafex",3
"20624","3711025049",2017-09-20,"Seafex",4
"20625","3711025050",2017-09-18,"Seafex",2
"20626","3711025050",2017-09-19,"Seafex-The Specialty Food Festival",3
"20627","3711025052",2017-09-18,"Seafex",2
"20628","3711025052",2017-09-19,"Seafex",3
"20629","3711025052",2017-09-20,"Seafex",4
"20630","3711025053",2017-09-18,"Seafex-Yummex-The Specialty Food Festival",2
"20631","3711025053",2017-09-19,"Yummex-Seafex-Yummex-Seafex-Yummex",3
"20632","3711025054",2017-09-19,"Yummex",3
"20633","3711025055",2017-09-18,"Seafex",2
"20634","3711025055",2017-09-19,"Yummex-Seafex",3
"20635","3711025055",2017-09-20,"Seafex",4
"20636","3711025056",2017-09-18,"Seafex",2
"20637","3711025056",2017-09-19,"Yummex-Seafex",3
"20638","3711025056",2017-09-20,"Seafex",4
"20639","3711025058",2017-09-18,"Yummex-Seafex",2
"20640","3711025058",2017-09-19,"Yummex-Seafex",3
"20641","3711025059",2017-09-19,"Yummex",3
"20642","3711025059",2017-09-20,"The Specialty Food Festival-Seafex",4
"20643","3711025060",2017-09-18,"Seafex",2
"20644","3711025060",2017-09-19,"Gulf Host-Yummex-Seafex",3
"20645","3711025060",2017-09-20,"Yummex-Seafex",4
"20646","3711025061",2017-09-18,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Yummex-Seafex",2
"20647","3711025061",2017-09-19,"Gulf Host-Yummex-Seafex-The Specialty Food Festival-Yummex-Seafex",3
"20648","3711025061",2017-09-20,"Yummex-Seafex",4
"20649","3711025062",2017-09-18,"Seafex",2
"20650","3711025062",2017-09-19,"Seafex",3
"20651","3711025063",2017-09-18,"Crossover into Hotel / Leisure-Seafex-The Specialty Food Festival",2
"20652","3711025063",2017-09-19,"Seafex-Yummex-Seafex",3
"20653","3711025064",2017-09-18,"Yummex",2
"20654","3711025064",2017-09-19,"Yummex-The Specialty Food Festival",3
"20655","3711025064",2017-09-20,"The Specialty Food Festival-Seafex",4
"20656","3711025065",2017-09-18,"Yummex-Seafex-Yummex",2
"20657","3711025065",2017-09-19,"Yummex-The Specialty Food Festival",3
"20658","3711025065",2017-09-20,"The Specialty Food Festival-Seafex",4
"20659","3711025066",2017-09-18,"Yummex-Seafex",2
"20660","3711025066",2017-09-19,"Seafex-Yummex-Seafex-The Specialty Food Festival-Seafex",3
"20661","3711025066",2017-09-20,"Seafex",4
"20662","3711025067",2017-09-18,"The Specialty Food Festival-Seafex-Yummex-The Specialty Food Festival",2
"20663","3711025067",2017-09-19,"Seafex-Yummex-Seafex-Yummex-The Specialty Food Festival-Seafex",3
"20664","3711025067",2017-09-20,"Seafex",4
"20665","3711025068",2017-09-18,"The Specialty Food Festival-Seafex",2
"20666","3711025068",2017-09-19,"Seafex",3
"20667","3711025068",2017-09-20,"Seafex",4
"20668","3711025070",2017-09-18,"Yummex",2
"20669","3711025070",2017-09-19,"Yummex-The Specialty Food Festival",3
"20670","3711025071",2017-09-18,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure-The Specialty Food Festival",2
"20671","3711025071",2017-09-19,"Seafex-The Specialty Food Festival",3
"20672","3711025071",2017-09-20,"Seafex",4
"20673","3711025072",2017-09-18,"Seafex",2
"20674","3711025072",2017-09-19,"Seafex-Yummex",3
"20675","3711025072",2017-09-20,"Seafex",4
"20676","3711025073",2017-09-18,"Seafex-Yummex-Seafex",2
"20677","3711025073",2017-09-19,"Seafex-Yummex-Seafex-The Specialty Food Festival-Seafex",3
"20678","3711025073",2017-09-20,"Seafex-The Specialty Food Festival-Seafex",4
"20679","3711025074",2017-09-18,"Seafex",2
"20680","3711025074",2017-09-19,"Seafex",3
"20681","3711025074",2017-09-20,"The Specialty Food Festival-Seafex",4
"20682","3711025075",2017-09-18,"Seafex-Crossover into Hotel / Leisure",2
"20683","3711025077",2017-09-18,"Seafex-Yummex-Crossover into Hotel / Leisure-The Specialty Food Festival",2
"20684","3711025077",2017-09-19,"Seafex",3
"20685","3711025077",2017-09-20,"Seafex",4
"20686","3711025078",2017-09-18,"Seafex",2
"20687","3711025078",2017-09-19,"Seafex-Yummex-Seafex",3
"20688","3711025078",2017-09-20,"Seafex",4
"20689","3711025079",2017-09-18,"Seafex-Yummex-Crossover into Hotel / Leisure-The Specialty Food Festival",2
"20690","3711025079",2017-09-19,"Seafex-Yummex-Seafex",3
"20691","3711025079",2017-09-20,"Seafex",4
"20692","3711025080",2017-09-18,"Seafex",2
"20693","3711025080",2017-09-19,"Seafex-Yummex-Seafex-The Specialty Food Festival",3
"20694","3711025080",2017-09-20,"Seafex",4
"20695","3711025081",2017-09-18,"Seafex",2
"20696","3711025081",2017-09-19,"Seafex-The Specialty Food Festival",3
"20697","3711025081",2017-09-20,"Seafex",4
"20698","3711025082",2017-09-18,"Seafex-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Seafex-Yummex-Seafex",2
"20699","3711025082",2017-09-19,"Seafex",3
"20700","3711025082",2017-09-20,"Seafex-The Specialty Food Festival-Seafex",4
"20701","3711025083",2017-09-18,"Seafex",2
"20702","3711025083",2017-09-19,"Seafex",3
"20703","3711025083",2017-09-20,"Seafex-Yummex",4
"20704","3711025084",2017-09-18,"Seafex",2
"20705","3711025084",2017-09-19,"Seafex",3
"20706","3711025084",2017-09-20,"Seafex-Crossover into Hotel / Leisure-Yummex-Seafex",4
"20707","3711025085",2017-09-18,"Seafex",2
"20708","3711025085",2017-09-19,"Seafex",3
"20709","3711025085",2017-09-20,"Seafex",4
"20710","3711025086",2017-09-19,"Seafex",3
"20711","3711025087",2017-09-18,"Seafex-The Specialty Food Festival",2
"20712","3711025088",2017-09-20,"Yummex",4
"20713","3711025090",2017-09-18,"Yummex-The Specialty Food Festival-Seafex-Yummex",2
"20714","3711025090",2017-09-19,"Yummex-Seafex-Yummex-Seafex",3
"20715","3711025090",2017-09-20,"Seafex",4
"20716","3711025091",2017-09-18,"Yummex-Seafex-Yummex",2
"20717","3711025091",2017-09-20,"Seafex-Yummex-Crossover into Hotel / Leisure",4
"20718","3711025094",2017-09-19,"Seafex",3
"20719","3711025096",2017-09-18,"Seafex",2
"20720","3711025096",2017-09-19,"Seafex",3
"20721","3711025096",2017-09-20,"Seafex-The Specialty Food Festival-Seafex-Crossover into Hotel / Leisure",4
"20722","3711025097",2017-09-18,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure-Yummex",2
"20723","3711025097",2017-09-19,"Seafex",3
"20724","3711025097",2017-09-20,"Seafex-Crossover into Hotel / Leisure",4
"20725","3711025099",2017-09-18,"Seafex-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Yummex",2
"20726","3711025099",2017-09-19,"Seafex",3
"20727","3711025099",2017-09-20,"Seafex",4
"20728","3711025100",2017-09-18,"Seafex-The Specialty Food Festival",2
"20729","3711025100",2017-09-19,"Yummex-Seafex",3
"20730","3711025100",2017-09-20,"Seafex-The Specialty Food Festival-Seafex",4
"20731","3711025101",2017-09-18,"Seafex",2
"20732","3711025101",2017-09-19,"Yummex-Seafex",3
"20733","3711025101",2017-09-20,"Seafex",4
"20734","3711025103",2017-09-18,"Yummex-Seafex",2
"20735","3711025103",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"20736","3711025103",2017-09-20,"Seafex-Yummex-Seafex-Crossover into Hotel / Leisure",4
"20737","3711025104",2017-09-18,"Yummex-Seafex-Yummex-Seafex-Yummex-Seafex",2
"20738","3711025104",2017-09-19,"Yummex-Seafex-Yummex-Seafex",3
"20739","3711025105",2017-09-18,"Yummex-Seafex-Yummex-Seafex",2
"20740","3711025105",2017-09-19,"Yummex-Seafex-Yummex-Seafex",3
"20741","3711025105",2017-09-20,"Yummex-Seafex-Yummex-Seafex-Crossover into Hotel / Leisure",4
"20742","3711025106",2017-09-18,"Seafex",2
"20743","3711025106",2017-09-19,"Yummex-Seafex-Yummex-Seafex",3
"20744","3711025106",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex-Yummex-Seafex-Crossover into Hotel / Leisure",4
"20745","3711025107",2017-09-18,"Seafex",2
"20746","3711025107",2017-09-19,"Seafex",3
"20747","3711025107",2017-09-20,"Seafex",4
"20748","3711025108",2017-09-18,"Seafex",2
"20749","3711025108",2017-09-19,"Seafex",3
"20750","3711025108",2017-09-20,"Seafex",4
"20751","3711025109",2017-09-18,"Seafex",2
"20752","3711025109",2017-09-19,"Seafex",3
"20753","3711025109",2017-09-20,"Seafex",4
"20754","3711025110",2017-09-18,"Crossover into Hotel / Leisure-Seafex-Yummex-Seafex",2
"20755","3711025111",2017-09-18,"Seafex",2
"20756","3711025111",2017-09-19,"Seafex",3
"20757","3711025111",2017-09-20,"Seafex",4
"20758","3711025113",2017-09-18,"Seafex",2
"20759","3711025113",2017-09-19,"Seafex-The Specialty Food Festival-Seafex",3
"20760","3711025113",2017-09-20,"Seafex",4
"20761","3711025114",2017-09-18,"Seafex",2
"20762","3711025114",2017-09-20,"The Specialty Food Festival",4
"20763","3711025115",2017-09-18,"Crossover into Hotel / Leisure-Seafex-The Specialty Food Festival-Seafex",2
"20764","3711025115",2017-09-19,"Seafex-Yummex-Seafex",3
"20765","3711025117",2017-09-18,"The Specialty Food Festival-Seafex-Yummex",2
"20766","3711025117",2017-09-19,"Yummex-Seafex",3
"20767","3711025117",2017-09-20,"Yummex-Seafex",4
"20768","3711025118",2017-09-18,"The Specialty Food Festival",2
"20769","3711025118",2017-09-19,"Yummex-Seafex",3
"20770","3711025118",2017-09-20,"Yummex",4
"20771","3711025119",2017-09-18,"The Specialty Food Festival",2
"20772","3711025119",2017-09-19,"Yummex",3
"20773","3711025119",2017-09-20,"Yummex-Seafex",4
"20774","3711025120",2017-09-18,"Seafex",2
"20775","3711025120",2017-09-19,"Seafex",3
"20776","3711025121",2017-09-18,"Seafex",2
"20777","3711025121",2017-09-19,"Seafex",3
"20778","3711025122",2017-09-18,"Yummex-The Specialty Food Festival-Seafex-The Specialty Food Festival",2
"20779","3711025122",2017-09-19,"Yummex-Seafex",3
"20780","3711025122",2017-09-20,"Yummex",4
"20781","3711025124",2017-09-18,"Yummex",2
"20782","3711025124",2017-09-19,"Yummex",3
"20783","3711025124",2017-09-20,"Yummex",4
"20784","3711025125",2017-09-18,"Yummex-Seafex",2
"20785","3711025125",2017-09-19,"Yummex",3
"20786","3711025125",2017-09-20,"Yummex-Seafex",4
"20787","3711025126",2017-09-18,"Yummex-Seafex",2
"20788","3711025126",2017-09-19,"The Specialty Food Festival",3
"20789","3711025126",2017-09-20,"Yummex",4
"20790","3711025127",2017-09-18,"Yummex-Seafex",2
"20791","3711025127",2017-09-19,"The Specialty Food Festival",3
"20792","3711025127",2017-09-20,"Yummex",4
"20793","3711025130",2017-09-18,"Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure-The Specialty Food Festival-Yummex",2
"20794","3711025131",2017-09-18,"Yummex-Seafex",2
"20795","3711025131",2017-09-19,"Yummex-The Specialty Food Festival",3
"20796","3711025131",2017-09-20,"Yummex",4
"20797","3711025134",2017-09-18,"Seafex-The Specialty Food Festival-Seafex-The Specialty Food Festival-Seafex-The Specialty Food Festival",2
"20798","3711025134",2017-09-19,"Yummex-Seafex-Yummex-Seafex-Yummex-Seafex-The Specialty Food Festival-Seafex-The Specialty Food Festival-Seafex",3
"20799","3711025134",2017-09-20,"Yummex-Seafex-The Specialty Food Festival",4
"20800","3711025135",2017-09-18,"Yummex-Seafex-The Specialty Food Festival",2
"20801","3711025135",2017-09-19,"Yummex-The Specialty Food Festival",3
"20802","3711025135",2017-09-20,"Yummex-Seafex-Yummex",4
"20803","3711025136",2017-09-18,"The Specialty Food Festival-Seafex",2
"20804","3711025136",2017-09-19,"Yummex-Seafex-The Specialty Food Festival-Seafex",3
"20805","3711025136",2017-09-20,"Yummex-Seafex",4
"20806","3711025138",2017-09-18,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",2
"20807","3711025138",2017-09-19,"Yummex-The Specialty Food Festival-Seafex",3
"20808","3711025138",2017-09-20,"Yummex-Seafex-Yummex-The Specialty Food Festival",4
"20809","3711025143",2017-09-18,"Yummex-Seafex-Yummex-Seafex",2
"20810","3711025143",2017-09-19,"Yummex-Seafex-The Specialty Food Festival",3
"20811","3711025143",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"20812","3711025144",2017-09-18,"Yummex-Seafex",2
"20813","3711025144",2017-09-19,"Yummex-Seafex",3
"20814","3711025144",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"20815","3711025145",2017-09-18,"Seafex-Crossover into Hotel / Leisure-Seafex-Yummex-Seafex",2
"20816","3711025145",2017-09-19,"Yummex-Seafex",3
"20817","3711025145",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"20818","3711025146",2017-09-18,"Crossover into Hotel / Leisure-Seafex-Yummex-Seafex",2
"20819","3711025146",2017-09-19,"Yummex-Seafex",3
"20820","3711025146",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex",4
"20821","3711025147",2017-09-18,"Yummex-Seafex",2
"20822","3711025147",2017-09-19,"Yummex-Seafex",3
"20823","3711025147",2017-09-20,"Yummex-Seafex-Yummex-Seafex",4
"20824","3711025150",2017-09-18,"Yummex-Seafex",2
"20825","3711025150",2017-09-19,"Yummex-Seafex",3
"20826","3711025150",2017-09-20,"Yummex-Seafex",4
"20827","3711025151",2017-09-19,"Yummex",3
"20828","3711025151",2017-09-20,"Yummex-Crossover into Hotel / Leisure-Yummex",4
"20829","3711025152",2017-09-19,"Yummex",3
"20830","3711025152",2017-09-20,"Yummex",4
"20831","3711025153",2017-09-18,"Seafex",2
"20832","3711025153",2017-09-19,"Yummex",3
"20833","3711025153",2017-09-20,"Yummex-Crossover into Hotel / Leisure-Yummex",4
"20834","3711025154",2017-09-18,"Seafex-Yummex",2
"20835","3711025154",2017-09-19,"Yummex-Seafex",3
"20836","3711025154",2017-09-20,"Yummex-The Specialty Food Festival-Seafex-Crossover into Hotel / Leisure",4
"20837","3711025157",2017-09-18,"Seafex",2
"20838","3711025157",2017-09-19,"Yummex-Seafex",3
"20839","3711025157",2017-09-20,"Yummex-Seafex-Crossover into Hotel / Leisure",4
"20840","3711025158",2017-09-18,"Crossover into Hotel / Leisure-Yummex",2
"20841","3711025161",2017-09-18,"Seafex",2
"20842","3711025161",2017-09-19,"Yummex-Seafex",3
"20843","3711025161",2017-09-20,"Seafex",4
"20844","3711025162",2017-09-18,"Seafex",2
"20845","3711025162",2017-09-19,"Yummex-Seafex",3
"20846","3711025162",2017-09-20,"Seafex",4
"20847","3711025165",2017-09-18,"Seafex",2
"20848","3711025165",2017-09-19,"Seafex",3
"20849","3711025165",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Yummex",4
"20850","3711025166",2017-09-18,"Seafex",2
"20851","3711025166",2017-09-19,"Seafex",3
"20852","3711025166",2017-09-20,"Seafex",4
"20853","3711025167",2017-09-18,"Seafex",2
"20854","3711025167",2017-09-19,"Seafex",3
"20855","3711025167",2017-09-20,"Seafex",4
"20856","3711025168",2017-09-20,"Seafex",4
"20857","3711025170",2017-09-18,"Seafex",2
"20858","3711025170",2017-09-20,"Seafex",4
"20859","3711025171",2017-09-18,"Seafex",2
"20860","3711025171",2017-09-19,"Seafex",3
"20861","3711025171",2017-09-20,"Seafex",4
"20862","3711025175",2017-09-18,"Seafex",2
"20863","3711025175",2017-09-19,"Seafex",3
"20864","3711025176",2017-09-18,"Seafex",2
"20865","3711025176",2017-09-19,"Seafex",3
"20866","3711025176",2017-09-20,"Seafex",4
"20867","3711025177",2017-09-18,"Seafex",2
"20868","3711025177",2017-09-19,"Seafex",3
"20869","3711025177",2017-09-20,"Seafex-Yummex-Seafex",4
"20870","3711025178",2017-09-18,"Seafex",2
"20871","3711025178",2017-09-19,"Seafex",3
"20872","3711025178",2017-09-20,"Seafex-The Specialty Food Festival-Seafex",4
"20873","3711025179",2017-09-18,"The Specialty Food Festival-Seafex",2
"20874","3711025179",2017-09-19,"Seafex",3
"20875","3711025179",2017-09-20,"The Specialty Food Festival-Seafex",4
"20876","3711025180",2017-09-18,"Gulf Host-Crossover into Hotel / Leisure-Yummex",2
"20877","3711025180",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"20878","3711025182",2017-09-18,"Seafex",2
"20879","3711025182",2017-09-19,"Yummex",3
"20880","3711025183",2017-09-18,"Gulf Host-Crossover into Hotel / Leisure-Yummex",2
"20881","3711025183",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"20882","3711025184",2017-09-18,"Seafex",2
"20883","3711025184",2017-09-19,"Gulf Host-Yummex",3
"20884","3711025184",2017-09-20,"Gulf Host-Yummex",4
"20885","3711025185",2017-09-18,"Seafex",2
"20886","3711025185",2017-09-19,"Yummex-Seafex-Crossover into Hotel / Leisure",3
"20887","3711025185",2017-09-20,"The Specialty Food Festival-Seafex-Yummex-Crossover into Hotel / Leisure",4
"20888","3711025186",2017-09-20,"Crossover into Hotel / Leisure",4
"20889","3711025187",2017-09-18,"Seafex",2
"20890","3711025188",2017-09-18,"Seafex",2
"20891","3711025188",2017-09-19,"Seafex",3
"20892","3711025189",2017-09-18,"Gulf Host-Crossover into Hotel / Leisure-Yummex",2
"20893","3711025189",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"20894","3711025190",2017-09-18,"Seafex-Yummex-Seafex-Yummex-Seafex",2
"20895","3711025190",2017-09-19,"Seafex",3
"20896","3711025190",2017-09-20,"Seafex-Yummex-Seafex",4
"20897","3711025191",2017-09-18,"Seafex",2
"20898","3711025191",2017-09-19,"Seafex",3
"20899","3711025191",2017-09-20,"Seafex",4
"20900","3711025193",2017-09-19,"The Specialty Food Festival",3
"20901","3711025193",2017-09-20,"The Specialty Food Festival",4
"20902","3711025194",2017-09-18,"Seafex",2
"20903","3711025194",2017-09-19,"Yummex-Seafex",3
"20904","3711025194",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex",4
"20905","3711025195",2017-09-18,"The Specialty Food Festival-Seafex-The Specialty Food Festival-Seafex-Yummex-Seafex",2
"20906","3711025195",2017-09-19,"Yummex-Seafex",3
"20907","3711025197",2017-09-18,"Seafex",2
"20908","3711025197",2017-09-19,"Seafex",3
"20909","3711025197",2017-09-20,"The Specialty Food Festival-Seafex",4
"20910","3711025198",2017-09-19,"Yummex-Crossover into Hotel / Leisure-Gulf Host",3
"20911","3711025199",2017-09-18,"Seafex-Crossover into Hotel / Leisure-Seafex",2
"20912","3711025199",2017-09-19,"Yummex-Seafex",3
"20913","3711025199",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Seafex",4
"20914","3711025200",2017-09-18,"Crossover into Hotel / Leisure-Yummex",2
"20915","3711025200",2017-09-19,"Seafex",3
"20916","3711025200",2017-09-20,"Seafex-The Specialty Food Festival",4
"20917","3711025202",2017-09-19,"The Specialty Food Festival-Crossover into Hotel / Leisure",3
"20918","3711025204",2017-09-18,"Seafex-Yummex-Seafex",2
"20919","3711025204",2017-09-19,"Seafex-The Specialty Food Festival",3
"20920","3711025205",2017-09-18,"Seafex-Crossover into Hotel / Leisure-Yummex-Seafex",2
"20921","3711025205",2017-09-19,"Seafex-Yummex",3
"20922","3711025205",2017-09-20,"Yummex-The Specialty Food Festival",4
"20923","3711025206",2017-09-19,"Yummex-Seafex",3
"20924","3711025206",2017-09-20,"Seafex",4
"20925","3711025210",2017-09-19,"Seafex",3
"20926","3711025212",2017-09-18,"The Specialty Food Festival-Crossover into Hotel / Leisure",2
"20927","3711025212",2017-09-19,"Seafex",3
"20928","3711025212",2017-09-20,"Seafex",4
"20929","3711025213",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Seafex",2
"20930","3711025213",2017-09-20,"Seafex",4
"20931","3711025214",2017-09-18,"Seafex",2
"20932","3711025214",2017-09-19,"Seafex",3
"20933","3711025214",2017-09-20,"Seafex",4
"20934","3711025215",2017-09-18,"Gulf Host-Crossover into Hotel / Leisure-Yummex",2
"20935","3711025215",2017-09-19,"Seafex",3
"20936","3711025217",2017-09-19,"Yummex",3
"20937","3711025218",2017-09-18,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Seafex",2
"20938","3711025218",2017-09-19,"Seafex",3
"20939","3711025218",2017-09-20,"Seafex-The Specialty Food Festival-Seafex-The Specialty Food Festival",4
"20940","3711025219",2017-09-18,"The Specialty Food Festival-Seafex-Yummex",2
"20941","3711025219",2017-09-19,"Seafex",3
"20942","3711025219",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-The Specialty Food Festival-Yummex-Seafex",4
"20943","3711025220",2017-09-20,"Seafex",4
"20944","3711025222",2017-09-18,"Seafex",2
"20945","3711025222",2017-09-19,"Seafex",3
"20946","3711025222",2017-09-20,"Seafex",4
"20947","3711025224",2017-09-18,"Seafex",2
"20948","3711025224",2017-09-19,"Seafex",3
"20949","3711025224",2017-09-20,"Seafex",4
"20950","3711025225",2017-09-18,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",2
"20951","3711025225",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"20952","3711025226",2017-09-19,"Seafex",3
"20953","3711025227",2017-09-18,"Seafex",2
"20954","3711025227",2017-09-19,"Seafex",3
"20955","3711025227",2017-09-20,"Seafex",4
"20956","3711025231",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Seafex",4
"20957","3711025232",2017-09-18,"Seafex",2
"20958","3711025232",2017-09-19,"Seafex",3
"20959","3711025232",2017-09-20,"Seafex",4
"20960","3711025233",2017-09-18,"Seafex",2
"20961","3711025233",2017-09-19,"Seafex-Yummex-Seafex",3
"20962","3711025233",2017-09-20,"Seafex",4
"20963","3711025234",2017-09-18,"The Specialty Food Festival-Seafex",2
"20964","3711025234",2017-09-19,"Seafex",3
"20965","3711025234",2017-09-20,"Seafex",4
"20966","3711025235",2017-09-18,"Seafex",2
"20967","3711025235",2017-09-20,"Seafex",4
"20968","3711025236",2017-09-18,"Seafex",2
"20969","3711025236",2017-09-19,"Seafex",3
"20970","3711025236",2017-09-20,"Seafex",4
"20971","3711025237",2017-09-18,"Seafex",2
"20972","3711025237",2017-09-19,"Seafex",3
"20973","3711025237",2017-09-20,"Seafex",4
"20974","3711025238",2017-09-18,"Yummex-Seafex-Yummex",2
"20975","3711025238",2017-09-19,"Yummex-Seafex",3
"20976","3711025238",2017-09-20,"Yummex",4
"20977","3711025240",2017-09-19,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure",3
"20978","3711025242",2017-09-18,"Seafex",2
"20979","3711025242",2017-09-19,"Seafex-The Specialty Food Festival",3
"20980","3711025242",2017-09-20,"Seafex",4
"20981","3711025243",2017-09-18,"Seafex",2
"20982","3711025243",2017-09-19,"Yummex",3
"20983","3711025243",2017-09-20,"Yummex",4
"20984","3711025244",2017-09-18,"Seafex",2
"20985","3711025244",2017-09-20,"Seafex",4
"20986","3711025245",2017-09-18,"Seafex",2
"20987","3711025245",2017-09-19,"Seafex",3
"20988","3711025245",2017-09-20,"Crossover into Hotel / Leisure",4
"20989","3711025247",2017-09-18,"Seafex",2
"20990","3711025247",2017-09-19,"Seafex-Yummex-Seafex",3
"20991","3711025247",2017-09-20,"Seafex",4
"20992","3711025249",2017-09-19,"Seafex-Yummex",3
"20993","3711025251",2017-09-18,"Seafex",2
"20994","3711025251",2017-09-19,"Yummex",3
"20995","3711025251",2017-09-20,"Yummex-Crossover into Hotel / Leisure-Yummex",4
"20996","3711025255",2017-09-19,"Yummex",3
"20997","3711025255",2017-09-20,"Yummex-Seafex",4
"20998","3711025256",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Seafex",2
"20999","3711025256",2017-09-20,"Seafex",4
"21000","3711025257",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Seafex",2
"21001","3711025257",2017-09-19,"Yummex-Seafex",3
"21002","3711025257",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"21003","3711025258",2017-09-19,"Crossover into Hotel / Leisure",3
"21004","3711025259",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure",2
"21005","3711025259",2017-09-19,"Crossover into Hotel / Leisure",3
"21006","3711025259",2017-09-20,"Yummex-Seafex",4
"21007","3711025260",2017-09-18,"Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",2
"21008","3711025260",2017-09-19,"Yummex-Seafex",3
"21009","3711025260",2017-09-20,"Yummex",4
"21010","3711025261",2017-09-18,"Seafex-Yummex",2
"21011","3711025261",2017-09-19,"Seafex",3
"21012","3711025264",2017-09-18,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",2
"21013","3711025267",2017-09-19,"Yummex-Seafex",3
"21014","3711025267",2017-09-20,"Seafex",4
"21015","3711025268",2017-09-18,"Seafex",2
"21016","3711025268",2017-09-19,"Seafex",3
"21017","3711025268",2017-09-20,"Seafex",4
"21018","3711025269",2017-09-20,"Seafex",4
"21019","3711025270",2017-09-18,"Seafex",2
"21020","3711025271",2017-09-18,"Seafex",2
"21021","3711025271",2017-09-19,"Seafex",3
"21022","3711025271",2017-09-20,"Seafex",4
"21023","3711025272",2017-09-18,"Crossover into Hotel / Leisure-Seafex-Yummex-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",2
"21024","3711025272",2017-09-19,"Yummex",3
